# Transient Gas Mass fractions
t(s)            CH3CH2Br        TBAF            CH3CH2F         TBABr           C2H4            HF              
8.65000000e+02  1.81936343e-01  4.36565414e-01  4.94876603e-02  3.32002544e-01  4.69264661e-06  3.34650959e-06  
9.10000000e+02  1.78395770e-01  4.28069632e-01  5.10490070e-02  3.42477298e-01  4.84070066e-06  3.45209271e-06  
9.55000000e+02  1.74990370e-01  4.19898202e-01  5.25507446e-02  3.52552147e-01  4.98310230e-06  3.55364488e-06  
1.00000000e+03  1.71712545e-01  4.12032898e-01  5.39962227e-02  3.62249563e-01  5.12016915e-06  3.65139261e-06  
1.45000000e+03  1.44622624e-01  3.47029267e-01  6.59425279e-02  4.42394869e-01  6.25297253e-06  4.45923894e-06  
1.90000000e+03  1.24915547e-01  2.99741143e-01  7.46330941e-02  5.00698092e-01  7.07705182e-06  5.04692208e-06  
2.35000000e+03  1.09935173e-01  2.63794983e-01  8.12392451e-02  5.45017402e-01  7.70347732e-06  5.49365057e-06  
2.80000000e+03  9.81630647e-02  2.35547216e-01  8.64305927e-02  5.79845086e-01  8.19574469e-06  5.84470565e-06  
3.25000000e+03  8.86682651e-02  2.12763966e-01  9.06176766e-02  6.07935371e-01  8.59278316e-06  6.12784930e-06  
3.70000000e+03  8.08482382e-02  1.93999418e-01  9.40662073e-02  6.31070856e-01  8.91978865e-06  6.36104968e-06  
4.15000000e+03  7.42957810e-02  1.78276467e-01  9.69557562e-02  6.50456245e-01  9.19378891e-06  6.55644998e-06  
4.60000000e+03  6.87258034e-02  1.64911025e-01  9.94120443e-02  6.66934978e-01  9.42670541e-06  6.72255183e-06  
5.05000000e+03  6.39327457e-02  1.53409842e-01  1.01525721e-01  6.81115199e-01  9.62713390e-06  6.86548521e-06  
5.50000000e+03  5.97646543e-02  1.43408297e-01  1.03363795e-01  6.93446462e-01  9.80142854e-06  6.98978153e-06  
5.95000000e+03  5.61067765e-02  1.34631035e-01  1.04976872e-01  7.04268263e-01  9.95438788e-06  7.09886281e-06  
6.40000000e+03  5.28708330e-02  1.26866226e-01  1.06403881e-01  7.13841775e-01  1.00897034e-05  7.19536162e-06  
6.85000000e+03  4.99877999e-02  1.19948243e-01  1.07675262e-01  7.22371204e-01  1.02102616e-05  7.28133632e-06  
7.30000000e+03  4.74029301e-02  1.13745717e-01  1.08815156e-01  7.30018520e-01  1.03183516e-05  7.35841952e-06  
7.75000000e+03  4.50722439e-02  1.08153118e-01  1.09842958e-01  7.36913836e-01  1.04158125e-05  7.42792273e-06  
8.20000000e+03  4.29600054e-02  1.03084696e-01  1.10774428e-01  7.43162876e-01  1.05041387e-05  7.49091162e-06  
8.65000000e+03  4.10368779e-02  9.84700546e-02  1.11622502e-01  7.48852432e-01  1.05845571e-05  7.54826106e-06  
9.10000000e+03  3.92785526e-02  9.42508646e-02  1.12397901e-01  7.54054423e-01  1.06580839e-05  7.60069594e-06  
9.55000000e+03  3.76647159e-02  9.03783821e-02  1.13109582e-01  7.58828945e-01  1.07255688e-05  7.64882204e-06  
1.00000000e+04  3.61782608e-02  8.68115582e-02  1.13765090e-01  7.63226610e-01  1.07877270e-05  7.69314950e-06  
1.45000000e+04  2.59406617e-02  6.22459238e-02  1.18279739e-01  7.93514462e-01  1.12158268e-05  7.99844417e-06  
1.90000000e+04  2.02191249e-02  4.85168082e-02  1.20802862e-01  8.10441580e-01  1.14550811e-05  8.16906573e-06  
2.35000000e+04  1.65654165e-02  3.97495508e-02  1.22414101e-01  8.21251046e-01  1.16078662e-05  8.27802274e-06  
2.80000000e+04  1.40301001e-02  3.36659316e-02  1.23532142e-01  8.28751758e-01  1.17138841e-05  8.35362828e-06  
3.25000000e+04  1.21678297e-02  2.91973199e-02  1.24353379e-01  8.34261270e-01  1.17917577e-05  8.40916298e-06  
3.70000000e+04  1.07420021e-02  2.57759749e-02  1.24982151e-01  8.38479569e-01  1.18513808e-05  8.45168255e-06  
4.00000000e+04  9.96364203e-03  2.39082607e-02  1.25325398e-01  8.40782341e-01  1.18839291e-05  8.47489401e-06  
